item_names,categoria_propia,country,category,item_prices_local_curr,item_prices_usd
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,United Kingdom,Housing,1729.0,2160.0
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,United States,Housing,2230.0,2230.0
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,Uruguay,Housing,29402.0,766.0
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,Uzbekistan,Housing,7936070.0,627.0
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,Venezuela,Housing,427.0,427.0
Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,Alquiler,Vietnam,Housing,12812300.0,504.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Albania,Housing,55304.0,589.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Algeria,Housing,60233.0,448.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Argentina,Housing,369722.0,419.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Armenia,Housing,450581.0,1163.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Australia,Housing,2767.0,1820.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Austria,Housing,970.0,1043.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Azerbaijan,Housing,798.0,469.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Bangladesh,Housing,142206.0,1295.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Belarus,Housing,1237.0,378.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Belgium,Housing,992.0,1066.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Bolivia,Housing,2209.0,320.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Bosnia And Herzegovina,Housing,639.0,351.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Brazil,Housing,2743.0,539.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Bulgaria,Housing,902.0,496.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Canada,Housing,2059.0,1500.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Chile,Housing,621400.0,664.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,China,Housing,6485.0,898.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Colombia,Housing,1864820.0,478.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Costa Rica,Housing,370755.0,724.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Croatia,Housing,676.0,727.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Cyprus,Housing,768.0,825.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Czech Republic,Housing,23049.0,990.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Denmark,Housing,10311.0,1486.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Dominican Republic,Housing,25678.0,442.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Ecuador,Housing,544.0,544.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Egypt,Housing,16546.0,348.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Estonia,Housing,718.0,772.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Finland,Housing,1298.0,1395.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,France,Housing,1008.0,1084.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Georgia,Housing,2479.0,927.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Germany,Housing,1224.0,1315.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Greece,Housing,519.0,557.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Guatemala,Housing,6050.0,778.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Hong Kong,Housing,21047.0,2693.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Hungary,Housing,197439.0,546.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,India,Housing,25161.0,301.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Indonesia,Housing,8059800.0,501.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Iran,Housing,197056000.0,4683.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Iraq,Housing,687702.0,525.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Ireland,Housing,1886.0,2026.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Israel,Housing,4194.0,1130.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Italy,Housing,1144.0,1229.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Jamaica,Housing,120222.0,766.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Japan,Housing,225534.0,1453.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Jordan,Housing,450.0,635.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Kazakhstan,Housing,304712.0,692.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Kenya,Housing,54359.0,415.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Kosovo,Housing,758.0,814.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Kuwait,Housing,399.0,1299.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Latvia,Housing,481.0,516.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Lithuania,Housing,743.0,799.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Luxembourg,Housing,1662.0,1787.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Malaysia,Housing,1967.0,415.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Malta,Housing,1093.0,1174.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Mauritius,Housing,27684.0,598.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Mexico,Housing,13352.0,789.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Montenegro,Housing,801.0,860.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Morocco,Housing,7614.0,759.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Nepal,Housing,40516.0,303.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Netherlands,Housing,1400.0,1505.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,New Zealand,Housing,2492.0,1496.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Macedonia,Housing,18433.0,322.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Norway,Housing,15245.0,1398.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Oman,Housing,408.0,1059.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Pakistan,Housing,112114.0,403.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Panama,Housing,812.0,812.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Peru,Housing,1797.0,483.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Philippines,Housing,22895.0,399.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Poland,Housing,3979.0,994.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Portugal,Housing,1018.0,1094.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Puerto Rico,Housing,1404.0,1404.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Qatar,Housing,6268.0,1722.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Romania,Housing,2220.0,479.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Russia,Housing,53322.0,582.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Saudi Arabia,Housing,7018.0,1871.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Serbia,Housing,86923.0,797.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Singapore,Housing,3809.0,2811.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Slovakia,Housing,714.0,767.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Slovenia,Housing,832.0,894.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,South Africa,Housing,10144.0,546.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,South Korea,Housing,1264360.0,926.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Spain,Housing,901.0,968.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Sri Lanka,Housing,92598.0,308.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Sweden,Housing,13988.0,1282.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Switzerland,Housing,2154.0,2373.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Syria,Housing,2200000.0,876.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Taiwan,Housing,16948.0,524.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Thailand,Housing,20421.0,553.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Tunisia,Housing,1048.0,334.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Turkey,Housing,23684.0,732.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Ukraine,Housing,15776.0,400.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,United Arab Emirates,Housing,5678.0,1546.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,United Kingdom,Housing,1596.0,1994.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,United States,Housing,2013.0,2013.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Uruguay,Housing,33692.0,878.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Uzbekistan,Housing,9653250.0,763.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Venezuela,Housing,422.0,422.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,Alquiler,Vietnam,Housing,14380200.0,565.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Albania,Housing,174064.0,1854.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Algeria,Housing,28294.0,210.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Argentina,Housing,254582.0,289.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Armenia,Housing,228829.0,591.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Australia,Housing,2130.0,1401.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Austria,Housing,682.0,733.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Azerbaijan,Housing,419.0,246.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Bangladesh,Housing,56988.0,519.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Belarus,Housing,812.0,248.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Belgium,Housing,810.0,871.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Bolivia,Housing,1479.0,214.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Bosnia And Herzegovina,Housing,442.0,243.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Brazil,Housing,1667.0,327.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Bulgaria,Housing,625.0,343.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Canada,Housing,1513.0,1102.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Chile,Housing,400840.0,428.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,China,Housing,4297.0,595.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Colombia,Housing,1057360.0,271.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Costa Rica,Housing,201195.0,393.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Croatia,Housing,474.0,509.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Cyprus,Housing,512.0,551.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Czech Republic,Housing,18703.0,803.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Denmark,Housing,7640.0,1101.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Dominican Republic,Housing,13550.0,233.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Ecuador,Housing,340.0,340.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Egypt,Housing,7080.0,149.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Estonia,Housing,488.0,524.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Finland,Housing,948.0,1019.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,France,Housing,804.0,864.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Georgia,Housing,1452.0,543.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Germany,Housing,919.0,988.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Greece,Housing,379.0,407.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Guatemala,Housing,3741.0,481.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Hong Kong,Housing,14395.0,1841.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Hungary,Housing,196444.0,543.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,India,Housing,15247.0,183.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Indonesia,Housing,4300280.0,267.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Iran,Housing,150561000.0,3578.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Iraq,Housing,365450.0,279.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Ireland,Housing,1443.0,1551.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Israel,Housing,3390.0,913.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Italy,Housing,790.0,849.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Jamaica,Housing,74641.0,476.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Japan,Housing,132142.0,851.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Jordan,Housing,250.0,353.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Kazakhstan,Housing,203895.0,463.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Kenya,Housing,25285.0,193.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Kosovo,Housing,401.0,431.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Kuwait,Housing,344.0,1118.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Latvia,Housing,358.0,384.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Lithuania,Housing,498.0,535.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Luxembourg,Housing,1331.0,1430.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Malaysia,Housing,1324.0,279.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Malta,Housing,739.0,794.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Mauritius,Housing,20369.0,440.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Mexico,Housing,7268.0,429.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Montenegro,Housing,476.0,511.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Morocco,Housing,2950.0,294.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Nepal,Housing,23455.0,175.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Netherlands,Housing,1118.0,1201.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,New Zealand,Housing,2198.0,1320.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Macedonia,Housing,14309.0,250.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Norway,Housing,11733.0,1076.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Oman,Housing,168.0,436.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Pakistan,Housing,50407.0,181.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Panama,Housing,567.0,567.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Peru,Housing,1306.0,351.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Philippines,Housing,15317.0,267.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Poland,Housing,2877.0,719.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Portugal,Housing,738.0,793.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Puerto Rico,Housing,872.0,872.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Qatar,Housing,3741.0,1028.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Romania,Housing,1505.0,325.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Russia,Housing,32028.0,350.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Saudi Arabia,Housing,3112.0,830.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Serbia,Housing,51410.0,472.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Singapore,Housing,3534.0,2608.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Slovakia,Housing,577.0,620.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Slovenia,Housing,721.0,775.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,South Africa,Housing,7111.0,383.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,South Korea,Housing,725161.0,531.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Spain,Housing,661.0,710.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Sri Lanka,Housing,54118.0,180.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Sweden,Housing,9595.0,880.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Switzerland,Housing,1555.0,1713.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Syria,Housing,1400000.0,557.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Taiwan,Housing,11905.0,368.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Thailand,Housing,10995.0,298.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Tunisia,Housing,664.0,212.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Turkey,Housing,15751.0,487.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Ukraine,Housing,12318.0,313.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,United Arab Emirates,Housing,4063.0,1106.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,United Kingdom,Housing,937.0,1171.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,United States,Housing,1535.0,1535.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Uruguay,Housing,21393.0,557.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Uzbekistan,Housing,5813720.0,460.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Venezuela,Housing,319.0,319.0
Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,Alquiler,Vietnam,Housing,6473170.0,255.0
Monthly ticket public transport,Transporte,Albania,Transportation,1551.0,17.0
Monthly ticket public transport,Transporte,Algeria,Transportation,1144.0,8.0
Monthly ticket public transport,Transporte,Argentina,Transportation,22688.0,26.0
Monthly ticket public transport,Transporte,Armenia,Transportation,9800.0,25.0
Monthly ticket public transport,Transporte,Australia,Transportation,173.0,114.0
Monthly ticket public transport,Transporte,Austria,Transportation,47.0,50.0
Monthly ticket public transport,Transporte,Azerbaijan,Transportation,36.0,21.0
Monthly ticket public transport,Transporte,Bangladesh,Transportation,3828.0,35.0
Monthly ticket public transport,Transporte,Belarus,Transportation,46.0,14.0
Monthly ticket public transport,Transporte,Belgium,Transportation,50.0,54.0
Monthly ticket public transport,Transporte,Bolivia,Transportation,180.0,26.0
Monthly ticket public transport,Transporte,Bosnia And Herzegovina,Transportation,51.0,28.0
Monthly ticket public transport,Transporte,Brazil,Transportation,239.0,47.0
Monthly ticket public transport,Transporte,Bulgaria,Transportation,42.0,23.0
Monthly ticket public transport,Transporte,Canada,Transportation,107.0,78.0
Monthly ticket public transport,Transporte,Chile,Transportation,40181.0,43.0
Monthly ticket public transport,Transporte,China,Transportation,252.0,35.0
Monthly ticket public transport,Transporte,Colombia,Transportation,146866.0,38.0
Monthly ticket public transport,Transporte,Costa Rica,Transportation,21983.0,43.0
Monthly ticket public transport,Transporte,Croatia,Transportation,50.0,54.0
Monthly ticket public transport,Transporte,Cyprus,Transportation,48.0,51.0
Monthly ticket public transport,Transporte,Czech Republic,Transportation,550.0,24.0
Monthly ticket public transport,Transporte,Denmark,Transportation,666.0,96.0
Monthly ticket public transport,Transporte,Dominican Republic,Transportation,3105.0,53.0
Monthly ticket public transport,Transporte,Ecuador,Transportation,23.0,23.0
Monthly ticket public transport,Transporte,Egypt,Transportation,1035.0,22.0
Monthly ticket public transport,Transporte,Estonia,Transportation,28.0,30.0
Monthly ticket public transport,Transporte,Finland,Transportation,60.0,65.0
Monthly ticket public transport,Transporte,France,Transportation,60.0,65.0
Monthly ticket public transport,Transporte,Georgia,Transportation,42.0,16.0
Monthly ticket public transport,Transporte,Germany,Transportation,51.0,55.0
Monthly ticket public transport,Transporte,Greece,Transportation,28.0,30.0
Monthly ticket public transport,Transporte,Guatemala,Transportation,262.0,34.0
Monthly ticket public transport,Transporte,Hong Kong,Transportation,489.0,63.0
Monthly ticket public transport,Transporte,Hungary,Transportation,9571.0,26.0
Monthly ticket public transport,Transporte,India,Transportation,1146.0,14.0
Monthly ticket public transport,Transporte,Indonesia,Transportation,189352.0,12.0
Monthly ticket public transport,Transporte,Iran,Transportation,6414280.0,152.0
Monthly ticket public transport,Transporte,Iraq,Transportation,40947.0,31.0
Monthly ticket public transport,Transporte,Ireland,Transportation,71.0,76.0
Monthly ticket public transport,Transporte,Israel,Transportation,224.0,60.0
Monthly ticket public transport,Transporte,Italy,Transportation,37.0,40.0
Monthly ticket public transport,Transporte,Jamaica,Transportation,7000.0,45.0
Monthly ticket public transport,Transporte,Japan,Transportation,9948.0,64.0
Monthly ticket public transport,Transporte,Jordan,Transportation,39.0,55.0
Monthly ticket public transport,Transporte,Kazakhstan,Transportation,5372.0,12.0
Monthly ticket public transport,Transporte,Kenya,Transportation,4328.0,33.0
Monthly ticket public transport,Transporte,Kosovo,Transportation,13.0,14.0
Monthly ticket public transport,Transporte,Kuwait,Transportation,15.0,49.0
Monthly ticket public transport,Transporte,Latvia,Transportation,30.0,32.0
Monthly ticket public transport,Transporte,Lithuania,Transportation,29.0,32.0
Monthly ticket public transport,Transporte,Luxembourg,Transportation,,
Monthly ticket public transport,Transporte,Malaysia,Transportation,53.0,11.0
Monthly ticket public transport,Transporte,Malta,Transportation,21.0,23.0
Monthly ticket public transport,Transporte,Mauritius,Transportation,1554.0,34.0
Monthly ticket public transport,Transporte,Mexico,Transportation,632.0,37.0
Monthly ticket public transport,Transporte,Montenegro,Transportation,40.0,43.0
Monthly ticket public transport,Transporte,Morocco,Transportation,179.0,18.0
Monthly ticket public transport,Transporte,Nepal,Transportation,1632.0,12.0
Monthly ticket public transport,Transporte,Netherlands,Transportation,80.0,86.0
Monthly ticket public transport,Transporte,New Zealand,Transportation,188.0,113.0
Monthly ticket public transport,Transporte,Macedonia,Transportation,1322.0,23.0
Monthly ticket public transport,Transporte,Norway,Transportation,799.0,73.0
Monthly ticket public transport,Transporte,Oman,Transportation,25.0,65.0
Monthly ticket public transport,Transporte,Pakistan,Transportation,3243.0,12.0
Monthly ticket public transport,Transporte,Panama,Transportation,25.0,25.0
Monthly ticket public transport,Transporte,Peru,Transportation,127.0,34.0
Monthly ticket public transport,Transporte,Philippines,Transportation,1354.0,24.0
Monthly ticket public transport,Transporte,Poland,Transportation,116.0,29.0
Monthly ticket public transport,Transporte,Portugal,Transportation,37.0,40.0
Monthly ticket public transport,Transporte,Puerto Rico,Transportation,35.0,35.0
Monthly ticket public transport,Transporte,Qatar,Transportation,134.0,37.0
Monthly ticket public transport,Transporte,Romania,Transportation,91.0,20.0
Monthly ticket public transport,Transporte,Russia,Transportation,2202.0,24.0
Monthly ticket public transport,Transporte,Saudi Arabia,Transportation,171.0,46.0
Monthly ticket public transport,Transporte,Serbia,Transportation,2439.0,22.0
